"";"X";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"NO3_L1";"NH4_L1";"SO4_L1";"Cl_L1";"P_L1";"DOC_L1";"pH_L1";"Al_L1";"R_L1";"HR_L1";"Si_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"NO3_L2";"NH4_L2";"SO4_L2";"Cl_L2";"P_L2";"DOC_L2";"pH_L2";"Al_L2";"R_L2";"HR_L2";"Si_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"NO3_L3";"NH4_L3";"SO4_L3";"Cl_L3";"P_L3";"DOC_L3";"pH_L3";"Al_L3";"R_L3";"HR_L3";"Si_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"NO3_L4";"NH4_L4";"SO4_L4";"Cl_L4";"P_L4";"DOC_L4";"pH_L4";"Al_L4";"R_L4";"HR_L4";"Si_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"NO3_L5";"NH4_L5";"SO4_L5";"Cl_L5";"P_L5";"DOC_L5";"pH_L5";"Al_L5";"R_L5";"HR_L5";"Si_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"NO3_L6";"NH4_L6";"SO4_L6";"Cl_L6";"P_L6";"DOC_L6";"pH_L6";"Al_L6";"R_L6";"HR_L6";"Si_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"NO3_L7";"NH4_L7";"SO4_L7";"Cl_L7";"P_L7";"DOC_L7";"pH_L7";"Al_L7";"R_L7";"HR_L7";"Si_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"NO3_L8";"NH4_L8";"SO4_L8";"Cl_L8";"P_L8";"DOC_L8";"pH_L8";"Al_L8";"R_L8";"HR_L8";"Si_L8";"Date";"AEC_SO4_L1";"AEC_PO4_L1";"AEC_Cl_L1";"AEC_SO4_L2";"AEC_PO4_L2";"AEC_Cl_L2";"AEC_SO4_L3";"AEC_PO4_L3";"AEC_Cl_L3";"AEC_SO4_L4";"AEC_PO4_L4";"AEC_Cl_L4";"AEC_SO4_L5";"AEC_PO4_L5";"AEC_Cl_L5";"AEC_SO4_L6";"AEC_PO4_L6";"AEC_Cl_L6";"AEC_SO4_L7";"AEC_PO4_L7";"AEC_Cl_L7";"AEC_SO4_L8";"AEC_PO4_L8";"AEC_Cl_L8";"CEC_Ca_L1";"CEC_Mg_L1";"CEC_K_L1";"CEC_Na_L1";"CEC_NH4_L1";"CEC_Al_L1";"CEC_H_L1";"CEC_Ca_L2";"CEC_Mg_L2";"CEC_K_L2";"CEC_Na_L2";"CEC_NH4_L2";"CEC_Al_L2";"CEC_H_L2";"CEC_Ca_L3";"CEC_Mg_L3";"CEC_K_L3";"CEC_Na_L3";"CEC_NH4_L3";"CEC_Al_L3";"CEC_H_L3";"CEC_Ca_L4";"CEC_Mg_L4";"CEC_K_L4";"CEC_Na_L4";"CEC_NH4_L4";"CEC_Al_L4";"CEC_H_L4";"CEC_Ca_L5";"CEC_Mg_L5";"CEC_K_L5";"CEC_Na_L5";"CEC_NH4_L5";"CEC_Al_L5";"CEC_H_L5";"CEC_Ca_L6";"CEC_Mg_L6";"CEC_K_L6";"CEC_Na_L6";"CEC_NH4_L6";"CEC_Al_L6";"CEC_H_L6";"CEC_Ca_L7";"CEC_Mg_L7";"CEC_K_L7";"CEC_Na_L7";"CEC_NH4_L7";"CEC_Al_L7";"CEC_H_L7";"CEC_Ca_L8";"CEC_Mg_L8";"CEC_K_L8";"CEC_Na_L8";"CEC_NH4_L8";"CEC_Al_L8";"CEC_H_L8"
"77";77;21,2045288;27,4485226;8,803072;51,0946846;4,8089647;3,2386301;23,5944061;58,3179779;0,4705993;568,4811401;4,921875;3,6913629;71,0534134;23,6934433;7,2547798;25,354845;27,9370098;19,0658875;60,48209;0,5336227;0,2211827;25,4874516;67,3512421;0,2597948;792,5874634;4,7246094;0,8017886;93,422493;38,6754112;49,1226768;49,8949814;22,5402908;15,3261766;62,246109;0;0;25,6068707;74,9644012;0;915,4213867;4,9121094;1,226941;114,1048965;38,4653358;49,3077812;12,5114098;20,5893173;14,2513456;54,5713844;0;0;13,0961676;73,3489075;0;580,7960815;4,5625;0,0445522;64,8816376;31,9177017;47,9888344;11,143054;19,1436272;13,2628736;61,5622482;0;0;12,494297;77,6033936;0;631,0928955;4,484375;0,0677442;68,5812073;36,600956;66,3613434;13,299367;21,3206062;16,9691467;69,0855103;0;0;12,4811316;83,1866837;0;628,6660767;4,640625;0,0311493;72,1134186;32,6642685;90,2260513;20,3940105;28,9547882;18,1885414;78,6998367;0;0;12,7958174;90,9385529;0;735,9624023;4,9238281;0,0098836;92,0366516;30,6237488;117,8856506;16,2585545;34,7288437;19,2895336;86,0845184;0;0;12,6559944;97,7691345;0;754,5423584;4,9765625;0,0082124;95,7301025;30,0269623;141,3417358;NA;7792,0800781;9994,5068359;46,6300545;9043,5146484;9994,5068359;51,450676;9043,5146484;9994,5068359;55,7069054;3436,861084;9994,5068359;73,8758011;3042,2385254;9994,5068359;76,5185165;3042,2385254;9994,5068359;77,8690872;3042,2385254;9994,5068359;79,5298386;3042,2385254;9994,5068359;80,9115906;61820,484375;16004,8925781;11066,0742188;1784,1549072;22,6176872;11351,2792969;10887,4462891;44717,4140625;16423,828125;7964,6572266;842,2006836;0,3079924;20233,4628906;7142,3007812;37641,5234375;17004,7324219;7753,1616211;1889,3327637;0;31593,2578125;6028,8320312;32881,375;13527,7529297;5358,5307617;615,5680542;0;32676,7558594;4051,8461914;25141,328125;12703,671875;4214,4980469;698,6580811;0;41431,078125;5803,9521484;20373,7734375;11794,5371094;3015,1225586;368,2587891;0;49815,2734375;6751,2128906;16391,5839844;2952,3320312;2431,9677734;278,7114868;0;58482,0585938;6428,418457;14699,9375;2907,3691406;1838,2062988;266,1297607;0;63800,5585938;6348,3710938
"78";78;37,6997147;48,7460213;12,3740082;71,4440918;1,3988322;1,0214945;23,848629;67,9025726;0,5290584;1429,3790283;4,8144531;6,1378427;173,1988525;65,0309982;14,5258284;47,3448067;52,179306;27,650034;88,0904922;0;0;25,2466202;83,7939911;0;1975,0981445;4,5839844;1,7258058;222,2786102;106,9044037;152,0493164;102,4805298;46,3044586;25,452198;103,6125946;0;0;27,2203083;116,3609238;0;2444,7851562;4,7617188;2,9365978;291,5270996;115,9370956;99,5390167;14,3016882;23,5360413;15,9058428;61,166069;0;0;12,9569073;81,4282227;0;789,6057739;4,46875;0,0789817;85,3231888;46,2777748;69,244194;15,0569029;25,8658657;16,0054474;74,3378448;0;0;11,5212803;88,874527;0;1055,8188477;4,375;0,1335877;110,1837997;65,7860107;97,016861;16,3725662;26,2472801;19,5374317;79,9272308;0;0;11,5520897;91,7054367;0;864,4190674;4,6171875;0,0375682;98,3836288;45,6862221;121,0485077;27,8966484;39,559494;22,084734;95,220726;0;0;12,879014;103,7599335;0;1189,0053711;4,7773438;0,0185847;142,46492;55,7026367;145,7165375;20,8708344;44,5238724;22,6841526;101,4756393;0;0;12,2464199;111,8164291;0;1144,0111084;4,7929688;0,0174175;137,7273407;52,9411812;172,5390167;NA;7792,0800781;9994,5068359;48,2962952;9043,5146484;9994,5068359;55,571228;9043,5146484;9994,5068359;61,7461739;3436,861084;9994,5068359;76,2422562;3042,2385254;9994,5068359;77,6702042;3042,2385254;9994,5068359;79,0905685;3042,2385254;9994,5068359;80,7573853;3042,2385254;9994,5068359;82,0736389;61770,375;15973,9150391;11040,9482422;1770,7606201;5,063601;11358,6875;11083,4052734;44703,21875;16422,6582031;7952,8911133;844,572937;0;20229,21875;7195,3745117;37619,8476562;16998,0273438;7745,7026367;1891,9050293;0;31594,8984375;6085,7631836;32880,171875;13527,5820312;5353,9907227;617,6646729;0;32672,7675781;4068,9677734;25139,1503906;12701,734375;4209,3842773;698,2366943;0;41428,2148438;5826,1269531;20371,7382812;11793,3300781;3009,9836426;369,4134216;0;49812,2617188;6770,7651367;16386,9414062;2947,970459;2428,6916504;277,3529663;0;58480,4140625;6455,890625;14694,71875;2902,6230469;1833,2683105;266,0487061;0;63797,5742188;6382,0771484
"79";79;95,1823654;122,8988113;21,9965954;126,5717621;0;0;31,2061176;97,8766098;9,8608961;4482,1796875;4,6074219;18,9770641;508,4625244;238,5675049;46,2456512;132,8326721;146,3900299;55,1601372;177,8803253;0;0;38,1261253;151,5771484;10,3411493;6738,8125;4,3203125;10,1990213;688,6174316;434,5180054;535,1876831;179,6757965;81,2074661;32,766407;134,2887115;0;0;27,9500999;146,1278839;0;3825,3356934;5,1015625;0,8386502;501,1582031;136,3977051;209,6345215;27,5815086;45,3873405;26,9539356;104,0145721;0;0;20,5862103;130,2737732;0;1827,6984863;4,3300781;0,2563474;187,4764709;117,139946;151,3699646;26,9611111;46,3087311;23,3660793;108,5573654;0;0;14,9564886;120,2403946;0;2235,722168;4,2011719;0,4481477;217,8482208;154,7721252;172,604187;24,6917267;39,5816956;25,5153408;104,943428;0;0;14,2402706;117,8356476;0;1475,9749756;4,4609375;0,0941992;159,0380707;86,9577713;187,9196472;59,4153862;83,9109268;33,8954468;142,6858368;0;0;14,8633375;260,865387;0,914087;2305,4174805;4,3203125;0,2038117;235,5831299;148,6531067;216,7777557;33,14571;70,5612335;30,3573265;136,1323547;0;0;14,710824;144,8994446;1,3707442;2178,6206055;4,5214844;0,0683429;239,9093781;123,1940918;243,4849243;NA;7792,0800781;9994,5068359;53,3651543;9043,5146484;9994,5068359;64,7887344;9043,5146484;9994,5068359;74,407196;3436,861084;9994,5068359;78,3531265;3042,2385254;9994,5068359;79,7858658;3042,2385254;9994,5068359;80,6794815;3042,2385254;9994,5068359;82,7408981;3042,2385254;9994,5068359;84,0715256;61701,890625;15933,8095703;11009,4785156;1759,7282715;0;11383,2353516;11274,4492188;44684,859375;16415,1816406;7945,8022461;854,1203003;0;20222,9472656;7263,5859375;37600,3710938;16994,1113281;7740,6904297;1903,4504395;0;31594,640625;6126,7001953;32878,1796875;13525,8486328;5349,3085938;619,2855225;0;32667,8300781;4094,4326172;25136,3378906;12698,3759766;4204,2172852;697,5905762;0;41423,8984375;5857,0463867;20369,2695312;11791,2324219;3004,9182129;370,7727356;0;49808,4375;6794,9604492;16375,8574219;2933,9331055;2423,7541504;270,2397156;0;58477,53125;6526,7866211;14688,1699219;2895,2277832;1828,3236084;265,9786072;0;63793,5820312;6426,9125977
"80";80;165,556015;213,7114716;30,6379604;177,3390045;0;0;31,8425636;129,9779358;0;7112,2563477;4,7167969;12,917326;836,2525635;349,1235352;117,0514526;182,7379608;201,462616;49,6607971;165,2391205;0;0;17,2154312;131,460083;0;7375,1923828;4,6464844;1,0729188;847,6408691;381,5578003;997,487854;185,8141479;83,994957;25,9426861;106,9253159;0;0;12,7269983;112,5;0;3442,802002;6,171875;0,0342221;535,2706299;38,5297699;224,1253662;29,5437031;48,6209221;22,7741528;89,3859787;0;0;12,1858921;130,3538208;0;1651,8496094;4,3261719;0,1749498;169,1820831;106,1261826;220,1383209;29,5514221;50,7616501;21,9545498;103,0871658;0;0;10,8635683;120,8178406;0;2145,1508789;4,2265625;0,3093541;211,1942902;146,3308716;247,3829803;29,1414661;46,7170563;26,0857124;109,1002884;0;0;11,5224276;128,8727112;0;1570,809082;4,5078125;0,0652431;172,1400452;89,6614685;261,6222229;75,7619781;106,9310989;36,9623451;158,9671173;0;0;13,3136578;286,7676697;0;2526,2365723;4,5585938;0,0518399;281,8280945;139,2113342;287,7703247;44,6498566;94,9740372;34,6166687;159,3010406;0;0;13,3166714;185,0732117;0;2524,7873535;4,6503906;0,0352803;290,5516968;130,2462311;339,4432068;NA;7801,9589844;9994,5068359;60,4904633;9043,5146484;9994,5068359;83,7244492;9043,5146484;9994,5068359;85,5439606;3436,861084;9994,5068359;84,5678024;3042,2385254;9994,5068359;83,9576797;3042,2385254;9994,5068359;84,0715256;3042,2385254;9994,5068359;93,4872742;3042,2385254;9994,5068359;87,5144119;61652,8007812;15917,1640625;10982,4365234;1765,7966309;0;11382,0625;11430,7373047;44676,4335938;16418,1015625;7945,2587891;881,2232056;0;20206,6503906;7296,6201172;37584,1367188;16989,4375;7734,8344727;1912,7924805;0;31594,1875;6166,2822266;32878,1640625;13527,1357422;5346,9536133;629,5856323;0;32662,1289062;4101,0844727;25136,1738281;12699,2363281;4200,7392578;704,446106;0;41418,9179688;5867,3022461;20368,2109375;11791,1943359;3001,0183105;376,541687;0;49804,09375;6808,253418;16372,8574219;2931,5935059;2422,4658203;275,9475098;0;58473,109375;6546,4780273;14683,8144531;2892,0109863;1825,1453857;272,4749756;0;63788,6601562;6453,3476562
"81";81;168,7117462;217,8545227;21,7378674;128,1485291;0;0;13,6746454;93,359375;0;6401,0307617;4,9941406;2,2605867;815,9268188;250,9116821;165,692749;181,9362793;200,7102661;44,9112473;151,8495636;0;0;14,1630135;115,625;0;6637,6728516;4,9257812;0,2853369;830,5328369;275,7460632;1305,0916748;180,6615448;81,6788559;25,5584145;105,4939499;0;0;14,1630135;112,109375;0;3098,5217285;8,0957031;0,0004021;514,3989258;2,0213914;237,4930115;24,7540379;40,7451591;19,3522568;76,6061707;0;0;10,5093746;112,5;0;1288,442627;4,3847656;0,1077633;134,9586792;79,7817612;267,858429;26,8393593;46,1091309;19,6737118;93,0227737;0;0;9,7891588;116,7968826;0;1823,3782959;4,2402344;0,25214;180,5088806;123,3874893;304,8265076;27,58288;44,2227402;23,3052578;98,7489777;0;0;9,7984715;122,8515625;0;1413,7281494;4,5039062;0,0563096;154,7104034;80,9109573;304,3221436;74,9358215;105,7631989;33,2969971;145,9350128;0;0;10,9478188;282,03125;0;2273,612793;4,6328125;0,0297325;260,1266785;118,8087845;309,8763733;43,8271179;93,2087097;30,1767731;142,5493774;0;0;10,2642145;175,78125;0;2272,3085938;4,7382812;0,0185915;268,9919434;109,7261581;362,8877563;NA;7811,8442383;9994,5068359;76,5273285;9043,5146484;9994,5068359;88,3720932;9043,5146484;9994,5068359;85,6291885;3436,861084;9994,5068359;86,1884384;3042,2385254;9994,5068359;85,1408463;3042,2385254;9994,5068359;85,9610291;3042,2385254;9994,5068359;95,0260315;3042,2385254;9994,5068359;90,5980835;61598,5625;15908,2304688;10923,5878906;1788,7906494;0;11377,0341797;11607,7753906;44672,6367188;16427,46875;7940,7016602;894,944397;0;20188,7949219;7329,8422852;37571,5117188;16986,4472656;7726,8696289;1913,5881348;0;31593,7519531;6205,9936523;32878,9296875;13529,6826172;5343,1318359;634,5257568;0;32657,4238281;4107,2797852;25136,6953125;12701,1796875;4196,675293;708,6801758;0;41414,3320312;5875,9936523;20367,7207031;11792,0498047;2996,7387695;380,9331665;0;49799,7460938;6820,3964844;16371,1972656;2931,244873;2420,9645996;281,0372925;0;58468,3046875;6561,2114258;14680,2958984;2890,84375;1821,9621582;279,2079163;0;63783,2226562;6475,5737305
"82";82;156,5209198;202,1443329;22,3853951;133,7661896;0;0;17,3538227;130,2687988;0;5007,4936523;5,4960938;0,629306;712,8719482;121,7102509;164,0476379;168,1172943;185,5914612;43,1437378;147,2026825;0;0;14,1630135;118,75;0;5973,9047852;4,9941406;0,2260587;761,4819336;234,1689453;1507,317627;174,600708;78,9494019;25,1069584;103,7646103;0;0;14,1630135;112,5;0;2788,6694336;9,6992188;1e-05;464,6809082;0,0973204;245,7948151;20,8721676;34,3603325;17,7574844;70,6494293;0;0;10,5093746;115,6250076;0;1004,9851074;4,375;0,1139071;104,8788757;62,61866;311,1217651;23,8427982;40,9665108;18,5258293;87,9876862;0;0;9,7891588;116,7968826;0;1549,871582;4,2636719;0,2188057;154,8805237;103,4313812;353,0888062;25,2358322;40,4642639;22,2604866;94,9823456;0;0;9,7984715;123,046875;0;1272,3553467;4,4902344;0,0604989;138,5593872;73,4998245;341,728363;71,3880005;100,7969742;32,47118;143,2005157;0;0;10,9111986;282,421875;0;2046,2514648;4,671875;0,0248472;237,1460266;103,8959045;330,4939575;40,9429741;87,1098938;29,10853;138,7788849;0;0;10,2275953;176,171875;0;2045,0778809;4,7695312;0,0163245;244,4519501;96,3943558;385,4207764;NA;7811,8442383;9994,5068359;86,2222214;9043,5146484;9994,5068359;87,7192993;9043,5146484;9994,5068359;85,5439606;3436,861084;9994,5068359;85,1408463;3042,2385254;9994,5068359;85,1408463;3042,2385254;9994,5068359;85,9148178;3042,2385254;9994,5068359;95,0046539;3042,2385254;9994,5068359;90,5481644;61556,03125;15899,7304688;10896,3857422;1808,6793213;0;11371,9716797;11732,2539062;44671,0585938;16438,0605469;7935,3725586;902,4932861;0;20172,9433594;7357,3115234;37560,859375;16983,9355469;7719,90625;1914,3372803;0;31593,3398438;6239,9921875;32879,6015625;13531,8242188;5339,3623047;637,2911377;0;32653,7832031;4113,8676758;25137,2773438;12703,1386719;4192,8486328;711,2059937;0;41410,4960938;5883,890625;20367,6386719;11793,3046875;2992,5380859;383,0620728;0;49795,9375;6831,862793;16370,7587891;2932,3620605;2418,8432617;282,5370178;0;58463,8320312;6574,0214844;14678,0771484;2891,5686035;1818,175415;281,2125549;0;63778,3125;6495,0307617
"83";83;99,4070587;128,2979431;18,9362659;111,5043716;3,0307205;1,8475826;24,3923187;104,8429947;5,3432112;3955,0146484;4,7402344;7,5239868;468,4742432;190,6948853;94,2720642;156,7093811;173,1252594;46,6173744;159,8040924;0;0;24,8405685;140,4684906;0;5781,8754883;4,7988281;0,5746644;697,3133545;266,3324585;1455,7631836;168,3896942;76,1420135;24,6562805;101,9364243;0;0;19,4454117;112,109375;0;2509,8024902;10,0742188;4,2e-06;418,2591553;0,0412885;250,1999512;18,22089;29,9991837;16,5923882;66,2079697;0;0;12,3143778;117,1875076;0;783,8882446;4,3613281;0,123166;81,3804626;49,2675781;340,0665588;21,4070702;36,7855301;17,555233;83,5937271;0;0;11,5941629;116,7968826;0;1317,3908691;4,2695312;0,211231;131,9560699;87,6090851;384,2008972;23,3853512;37,5003014;21,4309349;91,8082809;0;0;11,5959539;123,046875;0;1145,119751;4,4628906;0,0699892;123,4758453;67,3774719;366,4619751;67,9601212;96,0232086;31,6855125;140,3973999;0;0;11,8099403;282,03125;0;1841,6263428;4,6933594;0,0225749;214,9212036;92,0165176;346,3407288;38,2391243;81,429039;28,1371593;134,9960938;0;0;11,6784782;176,171875;0;1840,5701904;4,7695312;0,0163245;220,0067902;86,754921;402,9839478;NA;7811,8442383;9994,5068359;70,0507584;9043,5146484;9994,5068359;85,3731308;9043,5146484;9994,5068359;85,6291885;3436,861084;9994,5068359;85,0392532;3042,2385254;9994,5068359;85,1408463;3042,2385254;9994,5068359;85,9148178;3042,2385254;9994,5068359;95,0260315;3042,2385254;9994,5068359;90,5481644;61575,53125;15894,2734375;10911,0761719;1784,689209;5,9143167;11369,984375;11713,4433594;44683,9375;16454,9140625;7935,0581055;906,7111206;0;20158,390625;7337,5288086;37562,9804688;16985,1308594;7720,1020508;1915,0323486;0;31592,9453125;6233,3139648;32881,5273438;13534,1787109;5339,8442383;639,2212524;0;32650,8144531;4111,5830078;25139,1894531;12705,5107422;4193,2875977;713,1218262;0;41407,234375;5882,5292969;20369,2167969;11795,2207031;2992,953125;384,6465759;0;49792,5429688;6832,9047852;16372,5507812;2934,708252;2419,2446289;283,9220581;0;58459,6835938;6576,1889648;14679,7568359;2894,4526367;1818,6800537;283,069519;0;63773,8789062;6497,0029297
"84";84;35,718647;46,0484314;10,2762814;60,9917526;1,2424468;1,3201119;20,3927059;71,3533783;0,7852724;1226,9707031;4,7988281;4,8496871;147,9767761;56,518364;27,7426472;47,724308;52,8199348;23,4316158;79,6083221;0;0;21,5877228;86,0915451;0,7372996;1823,4949951;4,5820312;1,2539579;205,0799255;98,8358994;245,285141;85,7540665;38,904583;17,7098923;73,698822;0;0;20,8101025;92,1119232;0,6134548;1783,9470215;4,8964844;1,0104046;221,3868866;75,9375992;240,2631378;24,6663342;40,5345535;19,3035278;76,3936386;0;0;12,7960949;100,1240158;0,3050911;1227,8179932;4,484375;0,062541;133,4276428;71,2086868;267,3292236;18,7569199;32,2407722;16,4611378;78,4697876;0;0;12,0252533;108,9008408;0,0843114;1113,9423828;4,3125;0,1640607;113,4838943;72,173172;322,6590881;21,2860508;34,1365814;20,46632;87,7229462;0;0;11,9391756;125,2731552;0;1022,1192017;4,4179688;0,0896603;108,4046555;61,948555;364,3782654;64,4934616;91,1836472;30,8699875;137,4029083;0;0;11,9383316;282,421875;0;1657,463623;4,6953125;0,0223812;193,5505829;82,693367;357,8274841;35,7280884;76,1407928;27,2029648;131,2647247;0;0;11,885747;176,171875;0;1656,5131836;4,7832031;0,0154413;198,8364563;77,2490997;415,7739868;NA;7772,3413086;9994,5068359;61,9946098;9043,5146484;9994,5068359;70,8158112;9043,5146484;9994,5068359;75,627533;3443,4233398;9994,5068359;82,7085266;3042,2385254;9994,5068359;84,0147705;3042,2385254;9994,5068359;85,4389725;3042,2385254;9994,5068359;95,0046539;3042,2385254;9994,5068359;90,5481644;61573,6992188;15876,1464844;10911,9814453;1799,0212402;7,7876406;11378,0878906;11711,9570312;44703,7304688;16492,2773438;7912,8041992;896,1184082;0;20140,4277344;7309,9658203;37516,453125;17020,3261719;7731,621582;1930,4851074;0;31593,046875;6228,9179688;32933,0390625;13529,8388672;5337,6171875;633,7080078;0;32632,4355469;4080,2138672;25143,3007812;12711,2197266;4194,9624023;714,1881714;0;41400,625;5880,0678711;20370,2988281;11796,7705078;2992,6809082;384,8178101;0;49788,0234375;6841,4052734;16374,1943359;2936,8901367;2419,6162109;285,2509155;0;58455,84375;6578,550293;14681,1835938;2896,9758301;1819,1247559;284,7673035;0;63769,8789062;6498,8828125
"85";85;22,3962173;28,8400269;8,1076145;48,464386;1,0283746;1,0492108;20,1181583;63,8461418;0,5853038;610,612915;4,8691406;3,6737723;75,1864929;26,5823307;11,9975748;30,2604065;33,5172501;18,6937103;63,2106133;0;0;21,7749996;74,8923264;0,5192035;1021,8207397;4,640625;0,9550287;117,211647;53,0918121;106,8420563;63,2822418;28,7610626;15,5898371;65,0556259;0;0;21,836895;84,1910934;0,4621648;1239,7652588;4,875;1,1445329;152,91362;53,7139091;156,2000732;19,6792603;32,3030815;17,3093719;68,5775604;0;0;12,9749193;90,7847061;0,2878498;974,9662476;4,4902344;0,0611991;106,1737442;56,3206253;204,126358;15,9753304;27,4703903;15,29321;72,9058228;0;0;12,2263613;99,8361664;0,2010546;926,5196533;4,3554688;0,1293228;95,9725037;58,4474487;255,8478699;18,9439621;30,3842163;19,732666;83,9502945;0;0;12,5871763;114,6835251;0,2458508;921,8228149;4,4589844;0,0749473;99,256752;54,380394;310,9036865;34,8979034;49,3366585;22,7086716;100,2526398;0;0;12,0106325;167,96875;0,0848205;1009,3063354;4,71875;0,0202075;118,7468796;49,4708443;319,5234375;27,7185421;59,044857;23,9595985;114,3890915;0;0;11,9994812;171,4843597;0,0688941;1114,5898438;4,7734375;0,0160659;133,388916;52,3760719;357,4910583;NA;7752,6264648;9994,5068359;57,6459694;9043,5146484;9994,5068359;64,4307175;9043,5146484;9994,5068359;69,8305054;3449,9914551;9994,5068359;80,8732376;3042,2385254;9994,5068359;82,4458618;3042,2385254;9994,5068359;84,1279602;3042,2385254;9994,5068359;89,9996033;3042,2385254;9994,5068359;90,2403259;61566,8164062;15856,1484375;10912,9335938;1812,0438232;7,8458266;11386,8974609;11725,6191406;44712,0664062;16508,1015625;7899,6918945;890,3963623;0;20132,7050781;7303,8930664;37486,6484375;17037,2578125;7738,8100586;1937,6204834;0;31594,2578125;6236,7963867;32975,296875;13532,0595703;5337,0488281;634,3415527;0;32614,1367188;4045,9543457;25148,9140625;12719,0673828;4197,6396484;714,6784668;0;41390,5195312;5880,3496094;20370,5585938;11798,34375;2990,2248535;381,646759;0;49777,9375;6873,4033203;16372,0693359;2936,3005371;2419,5341797;282,9156189;0;58450,9492188;6601,012207;14689,3017578;2897,2709961;1819,5565186;281,8165283;0;63762,1640625;6507,6987305
"86";86;13,7059164;17,6131134;6,2688818;37,7834549;0,681026;0,8977467;19,4258556;50,3138161;0,4565104;260,3662109;4,9609375;2,5932918;32,8941269;10,500248;3,9906483;17,1121025;18,9687004;13,9209938;46,5272751;0;0;21,5048008;57,9202309;0,3996412;431,993103;4,75;0,58184;51,3260155;20,6728382;32,1238441;37,0204468;16,865284;11,9185905;49,7858467;0;0;21,8210239;66,4182281;0,3541851;575,6933594;4,9511719;0,86845;72,5387955;23,4101028;56,5549278;12,5976191;20,6400661;13,7470722;54,0972404;0;0;12,8276892;71,3546295;0,2353792;529,6590576;4,6347656;0,0294489;60,6383247;27,6381893;91,3797684;10,6388464;18,3039608;12,3503208;58,5744858;0;0;11,9585676;78,2956848;0,1672371;543,3433228;4,4882812;0,060653;59,1285095;31,4287167;125,3874207;12,9137764;20,7146873;15,8006735;66,0031204;0;0;11,9357214;86,5596161;0,1810176;569,0252686;4,5917969;0,0358061;64,2094727;30,6280804;163,9470367;20,8512936;29,4099636;17,5664139;75,659523;0;0;12,0729694;106,0057678;0,1757542;624,2521362;4,875;0,0108481;76,9957733;27,0462704;198,1953888;17,7670727;37,6096306;19,5378017;87,7888947;0;0;12,5506124;121,5879669;0,1570907;668,3527222;4,9296875;0,0092655;83,7177505;27,6743622;231,1476898;NA;7693,6337891;9994,5068359;49,1899834;9043,5146484;9994,5068359;54,2002831;9043,5146484;9994,5068359;59,211731;3469,7338867;9994,5068359;76,5730896;3042,2385254;9994,5068359;78,4477386;3042,2385254;9994,5068359;80,4025726;3042,2385254;9994,5068359;83,6079407;3042,2385254;9994,5068359;85,1408463;61554,125;15820,3183594;10905,8261719;1825,8608398;8,6766052;11404,203125;11762,8671875;44717,328125;16522,9960938;7875,2036133;877,3601074;0;20127,5449219;7316,4487305;37439,4804688;17056,1835938;7749,9829102;1942,3747559;0;31597,5390625;6267,296875;33033,1875;13530,4765625;5334,175293;629,7286377;0;32596,7011719;3993,4316406;25156,8769531;12729,9990234;4202,3974609;711,8186646;0;41379,1953125;5874,5649414;20369,171875;11798,8408203;2983,8920898;373,9324646;0;49764,0585938;6931,1435547;16360,9667969;2927,5004883;2418,8496094;275,9373474;0;58443,9296875;6669,5761719;14716,2988281;2884,416748;1818,059082;265,0133362;0;63741,9453125;6558,4833984
