"";"id";"YEAR";"Month";"Ca";"Mg";"K";"Na";"NO3";"NH4";"SO4";"Cl";"P";"DOC";"Al";"Si";"H";"pH";"R";"HR";"Date";"group_id"
"92";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2012;8;0;0;0;0;0;0;0;0;0;0;0,0008882;0;NA;NA;NA;NA;2012-08-01;1
"93";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2012;9;0;0;0;0;0;0;0;0;0;0;0,0005256;0;NA;NA;NA;NA;2012-09-01;1
"94";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2012;10;2,1027932;1,6211275;1,6820574;3,5782239;0,0426724;0,0714804;1,4804002;7,0479755;0,1036587;30,4749489;0,0001678;3,4875441;NA;NA;NA;NA;2012-10-01;1
"95";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2012;11;1,3348699;1,0281627;1,5575233;3,3845861;0,0704236;0,1004099;2,0107532;6,7892923;0,0737476;13,0685835;8,01e-05;1,0545171;NA;NA;NA;NA;2012-11-01;1
"96";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2012;12;1,2771165;0,9828193;1,7310264;3,9360056;0,0748324;0,1177298;2,5917003;8,2094326;0,0535548;7,1920776;5,52e-05;0,4292242;NA;NA;NA;NA;2012-12-01;1
"97";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;1;0,4619452;0,3553334;0,5899887;1,3389922;0,0302844;0,0500551;0,9097148;2,5091839;0,0251872;3,720974;6,42e-05;0,2371027;NA;NA;NA;NA;2013-01-01;1
"98";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;2;0,3728749;0,286698;0,4201129;0,9554182;0,0319104;0,0459398;0,5234176;1,7014936;0,0307792;4,4793296;8,32e-05;0,2057288;NA;NA;NA;NA;2013-02-01;1
"99";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;3;0,5077348;0,3901753;0,5319425;1,2146299;0,0522679;0,0687729;0,6142418;2,2160504;0,0423996;6,4819484;0,0001169;0,2876107;NA;NA;NA;NA;2013-03-01;1
"100";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;4;0,6380778;0,4900168;0,6257015;1,431437;0,0361905;0,0506172;0,6609934;2,581146;0,0559329;8,9959707;0,0001615;0,4299674;NA;NA;NA;NA;2013-04-01;1
"101";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;5;0,6505474;0,4993365;0,567762;1,3048093;0;0,0003779;0,5168678;2,3793967;0,0619374;10,0510273;0,0002186;0,5291101;NA;NA;NA;NA;2013-05-01;1
"102";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;6;0,1447792;0,1110238;0,0918177;0,2048042;0;3e-07;0,0614843;0,2596419;0,0265983;3,1813521;0,000826;0,1372133;NA;NA;NA;NA;2013-06-01;1
"103";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;7;0;0;0;0;0;0;0;0;0;0;0,0017585;0;NA;NA;NA;NA;2013-07-01;1
"104";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;8;0;0;0;0;0;0;0;0;0;0;0,0002903;0;NA;NA;NA;NA;2013-08-01;1
"105";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;9;1,1391079;0,8739062;0,8069645;1,7132258;0;0;0,6285433;1,6444042;0,1468562;26,1789742;0,000478;2,3541279;NA;NA;NA;NA;2013-09-01;1
"106";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;10;0,8631102;0,6616804;0,6159085;1,3168206;0,0229382;0,0251221;0,4906629;1,7944268;0,0623916;16,5981674;0,0003277;1,3183304;NA;NA;NA;NA;2013-10-01;1
"107";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;11;0,7131543;0,5465177;0,6938776;1,446275;0,0413678;0,0471179;0,7575653;1,8448377;0,0428594;13,1722307;0,0001408;0,9700665;NA;NA;NA;NA;2013-11-01;1
"108";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2013;12;0,5140948;0,3938467;0,5123251;1,1025746;0,0260272;0,0408776;0,5735074;2,2415311;0,0184028;6,0353255;0,0001014;0,4541086;NA;NA;NA;NA;2013-12-01;1
"109";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;1;0,4846034;0,3710883;0,6191154;1,2986994;0,0539793;0,0597612;0,8862163;2,0591521;0,0325783;6,204761;7,8e-05;0,3973909;NA;NA;NA;NA;2014-01-01;1
"110";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;2;0,8199421;0,627394;1,1704214;2,4453211;0,1447983;0,1302811;1,8752695;4,2836566;0,0466205;6,9481454;5,81e-05;0,3687431;NA;NA;NA;NA;2014-02-01;1
"111";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;3;1,0648572;0,814055;1,3434597;2,9161839;0,1471445;0,1559469;1,8989112;6,2028785;0,0721898;8,0843182;8,27e-05;0,3409615;NA;NA;NA;NA;2014-03-01;1
"112";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;4;0,4795603;0,366385;0,5331157;1,1393464;0,0406966;0,0429203;0,6466744;1,8890829;0,0506723;7,0001192;0,0001302;0,3498003;NA;NA;NA;NA;2014-04-01;1
"113";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;5;0,5512887;0,4209207;0,5126079;1,0723104;0,0045947;0,0054511;0,5031346;1,4720935;0,078498;10,6851063;0,0002539;0,493526;NA;NA;NA;NA;2014-05-01;1
"114";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;6;0,1107458;0,0844968;0,0735073;0,1502669;0;0;0,0523201;0,1593155;0,0187783;2,5370219;0,0006883;0,1238383;NA;NA;NA;NA;2014-06-01;1
"115";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;7;0;0;0;0;0;0;0;0;0;0;0,0038158;0;NA;NA;NA;NA;2014-07-01;1
"116";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;8;0;0;0;0;0;0;0;0;0;0;0,0021236;0;NA;NA;NA;NA;2014-08-01;1
"117";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;9;0;0;0;0;0;0;0;0;0;0;0,0007067;0;NA;NA;NA;NA;2014-09-01;1
"118";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;10;2,3664057;1,8051368;1,5810459;3,2836816;0,0420418;0,0556885;1,1949531;4,9642067;0,1390997;45,9788094;0,0004483;3,9307632;NA;NA;NA;NA;2014-10-01;1
"119";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;11;1,4383353;1,0965242;1,4069848;3,0178719;0,0555126;0,0796924;1,5634915;5,93119;0,057605;19,5849419;0,0001425;1,5681791;NA;NA;NA;NA;2014-11-01;1
"120";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2014;12;1,3333972;1,0158054;1,6242425;3,6814711;0,0830943;0,1044257;2,2503812;8,3017311;0,0607632;9,7727222;7,79e-05;0,5782834;NA;NA;NA;NA;2014-12-01;1
"121";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;1;0,4060657;0,3091931;0,4592894;1,0366952;0,0270948;0,0406994;0,5889534;1,9659368;0,0356732;4,9485598;0,0001017;0,2276922;NA;NA;NA;NA;2015-01-01;1
"122";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;2;0,5206904;0,3962017;0,7341224;1,570043;0,0817981;0,08802;1,1764159;1,8595966;0,0636249;8,4808283;8,36e-05;0,3003626;NA;NA;NA;NA;2015-02-01;1
"123";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;3;0,5132316;0,3902774;0,6091346;1,2978089;0,0556791;0,0810398;0,8167922;1,8750857;0,0637426;8,2537689;0,0001205;0,2859586;NA;NA;NA;NA;2015-03-01;1
"124";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;4;0,3674882;0,2793217;0,3589251;0,765923;0,0251892;0,0305508;0,3838652;1,2156365;0,0316183;6,1160922;0,0001758;0,3071949;NA;NA;NA;NA;2015-04-01;1
"125";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;5;0,0233809;0,017765;0,0158353;0,0332774;0;0;0,010519;0,039307;0,0035951;0,5473443;0,0007752;0,0292386;NA;NA;NA;NA;2015-05-01;1
"126";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;6;0;0;0;0;0;0;0;0;0;0;0,0021048;0;NA;NA;NA;NA;2015-06-01;1
"127";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;7;0;0;0;0;0;0;0;0;0;0;0,0007984;0;NA;NA;NA;NA;2015-07-01;1
"128";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;8;0;0;0;0;0;0;0;0;0;0;0,0001796;0;NA;NA;NA;NA;2015-08-01;1
"129";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;9;0;0;0;0;0;0;0;0;0;0;0,0014038;0;NA;NA;NA;NA;2015-09-01;1
"130";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;10;1,2548115;0,9538969;0,7115237;1,5254196;0,0214859;0,0297194;0,4591498;2,4741108;0,0889979;24,8638172;0,0006607;2,8035953;NA;NA;NA;NA;2015-10-01;1
"131";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;11;1,5040743;1,1430191;1,3870676;3,0414972;0,0572116;0,0797363;1,4658008;5,7534909;0,0490065;22,7322807;0,0001662;2,4534819;NA;NA;NA;NA;2015-11-01;1
"132";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 1.csv";2015;12;1,7587038;1,3353622;2,36659;5,647543;0,1048072;0,1380667;3,658622;12,3235006;0,0675715;10,4854126;6,82e-05;0,790578;NA;NA;NA;NA;2015-12-01;1
"133";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;1;2,0092769;1,6687552;2,807008;4,9478111;0,1590275;0,0545249;3,7005875;10,0075226;0,0518495;8,1375751;2,7e-05;2,8388202;NA;NA;NA;NA;2005-01-01;2
"134";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;2;0,3827419;0,3178494;0,4821592;0,8366816;0,0302796;0,0126293;0,5725476;1,3854562;0,0251723;3,8299544;5,3e-05;0,4298081;NA;NA;NA;NA;2005-02-01;2
"135";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;3;0,9707258;0,8060235;1,1026123;1,8715149;0,0725394;0,0466375;1,1760517;3,2518194;0,0575438;11,061574;7,77e-05;0,696084;NA;NA;NA;NA;2005-03-01;2
"136";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;4;0,4672368;0,3879476;0,4699648;0,7948818;0;0;0,4334055;0,844499;0,0341193;8,0343132;0,0001133;0,4686251;NA;NA;NA;NA;2005-04-01;2
"137";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;5;0;0;0;0;0;0;0;0;0;0;0,0003963;0;NA;NA;NA;NA;2005-05-01;2
"138";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;6;0;0;0;0;0;0;0;0;0;0;0,002248;0;NA;NA;NA;NA;2005-06-01;2
"139";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;7;0;0;0;0;0;0;0;0;0;0;0,0016014;0;NA;NA;NA;NA;2005-07-01;2
"140";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;8;0;0;0;0;0;0;0;0;0;0;0,0014981;0;NA;NA;NA;NA;2005-08-01;2
"141";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;9;0;0;0;0;0;0;0;0;0;0;0,0014796;0;NA;NA;NA;NA;2005-09-01;2
"142";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;10;0;0;0;0;0;0;0;0;0;0;0,0009914;0;NA;NA;NA;NA;2005-10-01;2
"143";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;11;4,2897239;3,5700927;4,3304253;7,3527079;0,0791342;0,0788897;4,1030102;13,3121424;0,0598554;54,3030777;8,11e-05;9,6490393;NA;NA;NA;NA;2005-11-01;2
"144";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2005;12;1,6268584;1,3538508;2,0187075;3,4083574;0,0574728;0,0566714;2,3424475;7,3329735;0,0389921;11,5516453;4,29e-05;1,6098281;NA;NA;NA;NA;2005-12-01;2
"145";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;1;1,952559;1,6243384;2,7846889;4,6643915;0,0685849;0,0934916;3,7164125;9,4612579;0,0597783;10,0192804;3,3e-05;0,7897707;NA;NA;NA;NA;2006-01-01;2
"146";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;2;0,3428811;0,2851878;0,4549557;0,7559384;0,0194355;0,0167907;0,5639484;1,173071;0,0224795;3,6291156;5,22e-05;0,251665;NA;NA;NA;NA;2006-02-01;2
"147";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;3;0,8138511;0,6767818;1,0520035;1,7406235;0,0495083;0,0494062;1,2732916;2,7084877;0,0389759;8,7646389;5,27e-05;0,6045755;NA;NA;NA;NA;2006-03-01;2
"148";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;4;0,4776737;0,3971205;0,4913579;0,8096591;0;0;0,4604259;1,1716709;0,0352524;7,5069375;0,0001505;0,4574584;NA;NA;NA;NA;2006-04-01;2
"149";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;5;0;0;0;0;0;0;0;0;0;0;0,0001151;0;NA;NA;NA;NA;2006-05-01;2
"150";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;6;0;0;0;0;0;0;0;0;0;0;0,0033958;0;NA;NA;NA;NA;2006-06-01;2
"151";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;7;0;0;0;0;0;0;0;0;0;0;0,0022058;0;NA;NA;NA;NA;2006-07-01;2
"152";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;8;0;0;0;0;0;0;0;0;0;0;0,0020716;0;NA;NA;NA;NA;2006-08-01;2
"153";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;9;0;0;0;0;0;0;0;0;0;0;0,0018741;0;NA;NA;NA;NA;2006-09-01;2
"154";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;10;0;0;0;0;0;0;0;0;0;0;0,0013623;0;NA;NA;NA;NA;2006-10-01;2
"155";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;11;4,1769538;3,4781384;4,2657776;7,1445436;0,0845818;0,0814954;4,0612803;12,3866425;0,0691649;56,2702713;8,92e-05;9,4390554;NA;NA;NA;NA;2006-11-01;2
"156";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2006;12;1,5222013;1,2672563;1,9531133;3,2621467;0,0500813;0,0589476;2,3376353;6,4703665;0,0406072;12,3242559;4,5e-05;1,6094421;NA;NA;NA;NA;2006-12-01;2
"157";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;1;0,7531408;0,6269115;1,009778;1,6825336;0,029837;0,0385508;1,2628342;3,2163002;0,027575;5,8744521;4,42e-05;0,6191378;NA;NA;NA;NA;2007-01-01;2
"158";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;2;1,1346579;0,9441516;1,5159097;2,5260131;0,0567897;0,077437;1,8898742;5,0416164;0,0451465;8,4055738;4,58e-05;0,5711153;NA;NA;NA;NA;2007-02-01;2
"159";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;3;0,5194477;0,4320797;0,5736017;0,9517303;0,0268451;0,0306374;0,5907893;1,7284534;0,039147;6,520678;0,0001065;0,3371666;NA;NA;NA;NA;2007-03-01;2
"160";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;4;0,6113637;0,5084004;0,595716;0,9927823;0;0;0,5292428;1,8435668;0,0303475;8,4894533;0,0001465;0,5319706;NA;NA;NA;NA;2007-04-01;2
"161";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;5;0,2027148;0,1685206;0,1483736;0,2481159;0;0;0,091124;0,4400102;0,0156637;3,7772379;0,000788;0,2518787;NA;NA;NA;NA;2007-05-01;2
"162";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;6;0;0;0;0;0;0;0;0;0;0;0,0003643;0;NA;NA;NA;NA;2007-06-01;2
"163";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;7;0;0;0;0;0;0;0;0;0;0;0,0002077;0;NA;NA;NA;NA;2007-07-01;2
"164";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;8;0;0;0;0;0;0;0;0;0;0;0,0001792;0;NA;NA;NA;NA;2007-08-01;2
"165";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;9;0;0;0;0;0;0;0;0;0;0;0,0001666;0;NA;NA;NA;NA;2007-09-01;2
"166";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;10;1,064163;0,8864232;0,756457;1,3161247;0,007421;0,0060457;0,4967903;2,6983476;0,0474599;16,3373375;0,0002683;4,1374755;NA;NA;NA;NA;2007-10-01;2
"167";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;11;1,2977232;1,0809461;1,2115775;2,1023285;0,0287836;0,025249;1,0536911;3,685617;0,0385165;18,9106426;0,0001229;3,9436071;NA;NA;NA;NA;2007-11-01;2
"168";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2007;12;2,1100152;1,7569413;2,4794047;4,3564601;0,0574846;0,0849956;2,7106161;10,2742748;0,0431627;15,288765;6,16e-05;2,4780729;NA;NA;NA;NA;2007-12-01;2
"169";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;1;1,1113372;0,9250349;1,662028;2,8937869;0,08558;0,0689677;2,3153338;5,2188158;0,0323524;6,8388901;3,59e-05;0,8447046;NA;NA;NA;NA;2008-01-01;2
"170";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;2;0,5565444;0,4631335;0,7736349;1,3383495;0,0543814;0,0387344;1,000999;2,0211754;0,0321975;5,7371459;5,19e-05;0,434081;NA;NA;NA;NA;2008-02-01;2
"171";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;3;0,794512;0,6609961;1,0236914;1,7716395;0,0772568;0,063643;1,2259723;3,1054273;0,0360392;7,7896104;5,99e-05;0,5677747;NA;NA;NA;NA;2008-03-01;2
"172";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;4;0,6708803;0,5580465;0,8375119;1,4491837;0;0;0,9594105;2,2786684;0,0288435;8,0721025;7,02e-05;0,6887617;NA;NA;NA;NA;2008-04-01;2
"173";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;5;0,0046296;0,0038496;0,0038718;0,006664;0;0;0,0025828;0,0088239;0,0006251;0,0990106;0,0006367;0,0074053;NA;NA;NA;NA;2008-05-01;2
"174";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;6;0,2600983;0,2161744;0,1611049;0,2787513;0;0;0,0882226;0,3241402;0,0247489;6,0155387;0,0018201;0,4188405;NA;NA;NA;NA;2008-06-01;2
"175";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;7;0;0;0;0;0;0;0;0;0;0;0,0010312;0;NA;NA;NA;NA;2008-07-01;2
"176";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;8;0;0;0;0;0;0;0;0;0;0;0,0009291;0;NA;NA;NA;NA;2008-08-01;2
"177";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;9;0;0;0;0;0;0;0;0;0;0;0,0009291;0;NA;NA;NA;NA;2008-09-01;2
"178";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;10;0,3610829;0,3006032;0,1909624;0,3431643;0;0;0,0930863;0,5801249;0,0172311;7,5050411;0,0014137;1,1530396;NA;NA;NA;NA;2008-10-01;2
"179";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;11;3,5291798;2,9377785;2,7991018;5,0039945;0,0339256;0,0413867;2,0625701;9,0444489;0,0641892;58,4524269;0,0002781;8,1143208;NA;NA;NA;NA;2008-11-01;2
"180";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2008;12;1,769365;1,4726264;1,948099;3,4875398;0,0486783;0,0535672;1,9954759;7,0803595;0,0316137;19,1002846;8,14e-05;2,5399921;NA;NA;NA;NA;2008-12-01;2
"181";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;1;1,0470062;0,8711745;1,3618839;2,4317763;0,0367712;0,0506596;1,6493934;4,8114419;0,0323389;8,7411509;5,95e-05;0,9494421;NA;NA;NA;NA;2009-01-01;2
"182";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;2;0,4852486;0,4036624;0,6388457;1,1342928;0,0329906;0,029394;0,7823154;1,7783474;0,0260227;5,5655079;6,2e-05;0,4605599;NA;NA;NA;NA;2009-02-01;2
"183";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;3;0,8260846;0,6869896;1,1262062;1,9870669;0,0583706;0,0638297;1,4274223;3,1068001;0,0369766;8,9762449;5,99e-05;0,6947007;NA;NA;NA;NA;2009-03-01;2
"184";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;4;0,4743036;0,3943466;0,5432771;0,9554207;0;0;0,5657833;1,4287486;0,0284237;6,9721041;0,000134;0,5344754;NA;NA;NA;NA;2009-04-01;2
"185";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;5;0,7375306;0,6128994;0,6959464;1,21747;0;0;0,5808884;1,50854;0,0541383;14,3682632;0,0003549;0,971392;NA;NA;NA;NA;2009-05-01;2
"186";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;6;0;0;0;0;0;0;0;0;0;0;7,31e-05;0;NA;NA;NA;NA;2009-06-01;2
"187";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;7;0;0;0;0;0;0;0;0;0;0;1,95e-05;0;NA;NA;NA;NA;2009-07-01;2
"188";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;8;0;0;0;0;0;0;0;0;0;0;1,14e-05;0;NA;NA;NA;NA;2009-08-01;2
"189";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;9;0;0;0;0;0;0;0;0;0;0;1e-05;0;NA;NA;NA;NA;2009-09-01;2
"190";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;10;0,8974805;0,746986;0,6981748;1,2586204;0,008889;0,0073861;0,5033101;2,1893287;0,0426261;14,6758442;0,000196;3,7805164;NA;NA;NA;NA;2009-10-01;2
"191";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;11;1,5605063;1,2984996;1,6023765;2,8614922;0,0407549;0,0439553;1,5345955;5,3692884;0,0498545;20,914793;0,0001138;3,9046516;NA;NA;NA;NA;2009-11-01;2
"192";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2009;12;1,0125608;0,8423819;1,2689277;2,2574022;0,0374551;0,049885;1,4853858;4,517591;0,0250366;9,2323294;6,29e-05;1,433453;NA;NA;NA;NA;2009-12-01;2
"193";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2010;1;1,0475609;0,8710984;1,3549287;2,3887579;0,0445327;0,0691314;1,6392126;4,45222;0,0516276;10,449523;6,41e-05;0,8252714;NA;NA;NA;NA;2010-01-01;2
"194";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2010;2;0,7424816;0,6171477;0,9025411;1,5805601;0,0369631;0,0545946;1,0261307;2,9075685;0,0423231;8,5601149;8,79e-05;0,4745894;NA;NA;NA;NA;2010-02-01;2
"195";"C:/Users/siahl/Documents/NutsforSEDLN/Output data/Soil solution/Leaching Layer 2.csv";2010;3;1,100638;0,914414;1,3492875;2,3635917;0,0756735;0,0968397;1,5467788;4,6711941;0,0474919;11,1010065;8,49e-05;0,6403326;NA;NA;NA;NA;2010-03-01;2
